schema_version,case_kind,seed,method,method_label,success,reached,collision,min_clearance_m,min_ttc_s,arrival_time_s,penalized_travel_time_s,progress_ratio,average_speed_mps,path_length_m,max_longitudinal_acceleration_mps2,max_lateral_acceleration_mps2,jerk_rms_mps3,time_window_violations,degraded_stop,runtime_ms,iterations,iterative_converged,joint_search_status,joint_domain_size,joint_evaluated_candidates,joint_expanded_spatial_branches,joint_absolute_gap
miku-random-v3,crossing_pedestrian,7,A2,w/o longitudinal grouping,1,1,0,0.2014323316908695,0.5166717602868811,9.0,9.0,1.0,3.4444445555555556,31.000001,3.7848354704910703,0.0,1.6691548794286921,0,0,32.01296299812384,1,0,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,7,A3,w/o Top-K spatial homotopy,1,1,0,0.2014323316908695,0.5166717602868811,9.0,9.0,1.0,3.4444445555555556,31.000001,3.7848354704910703,0.0,1.6691548794286921,0,0,31.868688005488366,1,0,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,7,A4,w/o threat-aware margin,1,1,0,0.2014323316908695,0.5166717602868811,9.0,9.0,1.0,3.4444445555555556,31.000001,3.7848354704910703,0.0,1.6691548794286921,0,0,31.926983006997034,1,0,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,7,A5,w/o temporal homotopy graph,0,0,0,4.576769940153822,1.512886075010458,,14.0,0.25598522463992895,0.8817268848708664,7.935541963837798,4.0,0.0,4.216370213557845,0,1,23.195982008473948,2,1,infeasible,1,1,1,inf
miku-random-v3,crossing_pedestrian,7,A6,w/o robust occupancy tube,1,1,0,0.2014323316908695,0.5166717602868811,9.0,9.0,1.0,3.4444445555555556,31.000001,3.7848354704910703,0.0,1.6691548794286921,0,0,32.070490007754415,1,0,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,7,A7,w/o alternating refinement,1,1,0,0.2014323316908695,0.5166717602868811,9.0,9.0,1.0,3.4444445555555556,31.000001,3.7848354704910703,0.0,1.6691548794286921,0,0,31.164350017206743,1,1,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,7,MIKU,MIKU,1,1,0,0.2014323316908695,0.5166717602868811,9.0,9.0,1.0,3.4444445555555556,31.000001,3.7848354704910703,0.0,1.6691548794286921,0,0,30.92644500429742,1,0,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,8,A1,w/o arrival projection,1,1,0,0.23171910504516113,0.14623786188090473,9.0,9.0,1.0,3.4444445555555556,31.000001,2.3114359699570177,0.0,0.8976227358692571,0,0,5.686638003680855,1,0,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,8,A2,w/o longitudinal grouping,1,1,0,0.23171910504516113,0.14623786188090473,9.0,9.0,1.0,3.4444445555555556,31.000001,2.3114359699570177,0.0,0.8976227358692571,0,0,6.006777985021472,1,0,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,8,A3,w/o Top-K spatial homotopy,1,1,0,0.23171910504516113,0.14623786188090473,9.0,9.0,1.0,3.4444445555555556,31.000001,2.3114359699570177,0.0,0.8976227358692571,0,0,5.848719010828063,1,0,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,8,A4,w/o threat-aware margin,1,1,0,0.23171910504516113,0.14623786188090473,9.0,9.0,1.0,3.4444445555555556,31.000001,2.3114359699570177,0.0,0.8976227358692571,0,0,5.795395001769066,1,0,optimal,1,1,1,0.0
miku-random-v3,crossing_pedestrian,8,A5,w/o temporal homotopy graph,0,0,0,2.23257296412564,1.2085039934182606,,14.0,0.46774196779545596,1.6111192694481435,14.500073425033293,3.560277443473275,0.0,1.4335789991421097,0,1,17.478871013736352,2,0,optimal,1,1,1,0.0
